"id";"niveau";"matiere";"theme";"chapitre";"ordre";"difficulte";"titre";"contexte";"question";"mots_cles";"correction";"xp"
"MT3-19";"terminale";"management";"Thème 3 : Les organisations et la société";"3.1. Les organisations peuvent-elles s'affranchir des questions de société ?";"4";"2";"Discriminations et Égalité Kering";"Le groupe de luxe Kering (Gucci, YSL) publie chaque année son index de l'égalité professionnelle et a mis en place un congé paternité de 14 semaines payé à 100 % dans le monde entier pour réduire les biais de recrutement liés à la maternité.";"Analysez l'enjeu de cette lutte contre les discriminations dans les relations de travail.";"discriminations | égalité hommes-femmes | RSE | éthique | marque employeur";"L'enjeu est à la fois éthique, légal et managérial. Éthiquement, l'organisation s'engage concrètement pour l'égalité femmes-hommes. Sur le plan managérial, supprimer le 'risque maternité' lors des recrutements garantit que Kering attire et promeut les meilleurs talents uniquement sur leurs compétences. Cela renforce puissamment la marque employeur et la cohésion interne.";"20"
"MT3-20";"terminale";"management";"Thème 3 : Les organisations et la société";"3.2. Les changements de modes de vie s'imposent-ils aux organisations ?";"5";"2";"Économie de la fonctionnalité Michelin";"Michelin propose à de grandes flottes de camions de ne plus acheter leurs pneus, mais de payer un abonnement calculé selon le nombre de kilomètres parcourus. Michelin reste propriétaire des pneus et se charge de l'entretien.";"Identifiez ce nouveau modèle économique et montrez en quoi il répond aux évolutions de la société.";"économie de la fonctionnalité | usage | services | développement durable | modes de consommation";"Il s'agit de l'économie de la fonctionnalité, qui privilégie la vente de l'usage d'un bien plutôt que sa propriété. Ce changement de mode de consommation répond aux enjeux de développement durable : Michelin a tout intérêt à fabriquer des pneus très résistants et à les rechapables pour maximiser ses marges, luttant ainsi mécaniquement contre le gaspillage et l'obsolescence programmée.";"20"
"MT3-21";"terminale";"management";"Thème 3 : Les organisations et la société";"3.3. Les transformations numériques, de nouvelles responsabilités pour les organisations ?";"6";"2";"RGPD et données Cdiscount";"Le site de e-commerce Cdiscount collecte des millions de données (nom, adresse, historique d'achats). Suite à l'application du RGPD européen, l'entreprise a dû nommer un DPO (Délégué à la Protection des Données) et instaurer des pop-ups de consentement clairs.";"Précisez l'obligation légale illustrée ici et les risques encourus par l'organisation en cas de non-respect.";"données personnelles | RGPD | sécurité | confidentialité | sanctions";"L'organisation a l'obligation légale de protéger les données personnelles de ses clients, d'en garantir la confidentialité et d'obtenir leur consentement explicite (règles du RGPD). En cas de manquement ou de fuite de données, l'entreprise s'expose à de très lourdes sanctions financières de la CNIL (jusqu'à 4% du CA mondial) et à une destruction irrémédiable de son image de marque.";"20"
"MT3-22";"terminale";"management";"Thème 3 : Les organisations et la société";"3.4. Quelles relations entre les organisations et leur écosystème ?";"7";"3";"Pôle de compétitivité Aerospace Valley";"À Toulouse, le cluster 'Aerospace Valley' regroupe Airbus, de nombreuses PME sous-traitantes de l'aéronautique, l'école d'ingénieurs ISAE-SUPAERO, et reçoit des financements de la Région Occitanie.";"Diagnostiquez les avantages de cette proximité géographique (écosystème territorial) pour les organisations impliquées.";"écosystème d'innovation | grappe d'entreprises | cluster | territoire | compétitivité";"Cette concentration d'acteurs (cluster ou grappe d'entreprises) crée de fortes externalités positives. Airbus trouve un vivier de sous-traitants réactifs et qualifiés. Les PME accèdent à des donneurs d'ordres mondiaux. Les écoles forment des ingénieurs directement employables. Cette synergie d'écosystème favorise le partage des savoirs, l'innovation collective et renforce l'attractivité et la compétitivité économique de tout le territoire toulousain.";"30"
"MT3-23";"terminale";"management";"Thème 3 : Les organisations et la société";"3.3. Les transformations numériques, de nouvelles responsabilités pour les organisations ?";"8";"3";"Blockchain et traçabilité Carrefour";"Carrefour utilise la technologie de la blockchain (chaîne de blocs) pour tracer l'intégralité du parcours d'un poulet fermier. En scannant un QR code en magasin, le consommateur accède à des données infalsifiables sur le lieu d'élevage, l'alimentation et la date d'abattage.";"Expliquez comment cette technologie numérique permet à l'entreprise de répondre à une préoccupation de la société.";"blockchain | traçabilité | transparence | sécurité alimentaire | numérique";"La société exige de plus en plus de transparence et de sécurité alimentaire (modes de consommation). La blockchain est une technologie de stockage et de transmission d'informations transparente, sécurisée et décentralisée. Son caractère infalsifiable permet à Carrefour d'offrir une garantie de traçabilité absolue, rassurant le consommateur et se démarquant éthiquement de ses concurrents par la preuve technologique.";"30"
"MT3-24";"terminale";"management";"Thème 3 : Les organisations et la société";"3.2. Les changements de modes de vie s'imposent-ils aux organisations ?";"9";"3";"Économie circulaire Back Market";"Back Market ne vend aucun produit électronique neuf. La plateforme française met en relation des reconditionneurs professionnels et des consommateurs pour donner une seconde vie aux smartphones et ordinateurs.";"Démontrez en quoi le modèle de cette entreprise s'inscrit dans les attentes écologiques de la société actuelle.";"économie circulaire | modes de consommation | développement durable | obsolescence | plateforme";"Face aux préoccupations climatiques et à la dénonciation de l'obsolescence programmée des appareils électroniques (gaspillage, métaux rares), Back Market a bâti son modèle sur l'économie circulaire. Plutôt que la destruction (modèle linéaire), l'entreprise favorise la réparation et le réemploi. Elle capte ainsi l'attente d'une consommation plus responsable et durable, tout en offrant un avantage prix au client.";"30"
"MT3-25";"terminale";"management";"Thème 3 : Les organisations et la société";"3.4. Quelles relations entre les organisations et leur écosystème ?";"10";"4";"Stratégie d'implantation Le Slip Français";"L'entreprise textile Le Slip Français a fait le choix stratégique de fabriquer 100% de ses produits en France, en s'appuyant sur un réseau de PME partenaires réparties dans différentes régions françaises, alors que ses concurrents produisent en Asie.";"Évaluez les effets de cette stratégie d'implantation sur l'écosystème local et sur l'image de l'organisation.";"stratégie d'implantation | relocalisation | écosystème | tissu économique | image de marque";"Effets sur l'écosystème local : l'organisation dynamise le territoire en maintenant ou créant des emplois industriels, et soutient la survie d'un savoir-faire textile français menacé. Effets sur l'image : cette démarche de relocalisation est l'ADN de la marque. Bien que ses coûts de production soient plus élevés, elle crée une immense valeur perçue éthique et civique, justifiant un prix de vente premium auprès de consommateurs militants.";"40"
"MT3-26";"terminale";"management";"Thème 3 : Les organisations et la société";"3.3. Les transformations numériques, de nouvelles responsabilités pour les organisations ?";"11";"4";"Transparence des algorithmes Parcoursup";"Le Ministère de l'Enseignement Supérieur a été contraint, sous la pression d'associations et d'étudiants, de rendre publics les codes sources des algorithmes locaux utilisés par certaines universités pour trier les dossiers des candidats sur la plateforme Parcoursup.";"Analysez l'enjeu sociétal majeur que soulève le traitement des données par ce type d'algorithme public.";"transparence des algorithmes | administration publique | équité | biais | données";"L'automatisation des processus de décision (orientation de milliers de jeunes) par des algorithmes pose un enjeu démocratique d'équité. L'opacité (l'effet 'boîte noire') génère de la défiance et des suspicions de biais sociaux ou géographiques. La transparence des algorithmes est une nouvelle responsabilité incontournable pour l'administration publique : elle seule permet de garantir que les critères de sélection soient audités, justes et non discriminatoires.";"40"
"MT3-27";"terminale";"management";"Thème 3 : Les organisations et la société";"3.2. Les changements de modes de vie s'imposent-ils aux organisations ?";"12";"4";"Économie collaborative BlaBlaCar";"Face au coût élevé des trajets en train et à l'usage individuel de la voiture, BlaBlaCar a popularisé le covoiturage en France. Aujourd'hui, l'entreprise diversifie son offre avec BlaBlaCar Daily pour les trajets quotidiens domicile-travail.";"Expliquez comment cette organisation a su transformer une évolution des rapports sociaux en un modèle économique pérenne.";"économie collaborative | plateforme | covoiturage | modes de vie | mobilité";"BlaBlaCar a capté le passage d'une société de la possession (avoir sa voiture) à une société du partage et de la fonctionnalité (économie collaborative). En numérisant la mise en relation (la plateforme), l'entreprise a monétisé le partage des frais de transport. En s'attaquant désormais aux trajets quotidiens, elle s'adapte à un nouveau besoin sociétal massif (congestion urbaine, pouvoir d'achat, écologie) en devenant un acteur global de la mobilité partagée.";"40"
"MT3-28";"terminale";"management";"Thème 3 : Les organisations et la société";"3.1. Les organisations peuvent-elles s'affranchir des questions de société ?";"13";"5";"Entreprise à mission Danone";"Sous l'impulsion de son ancien PDG Emmanuel Faber, Danone est devenue la première grande entreprise française cotée en Bourse à adopter le statut d''Entreprise à mission'. Ses objectifs sociaux et environnementaux sont désormais inscrits dans ses statuts légaux.";"Argumentez en quoi cette décision constitue une évolution profonde de la finalité traditionnelle de l'entreprise face aux attentes de la société.";"éthique | RSE | entreprise à mission | finalité | parties prenantes | gouvernance";"Argumentation : Traditionnellement, la finalité d'une entreprise privée est de maximiser le profit pour ses actionnaires. En devenant une 'Entreprise à mission' (loi PACTE), Danone modifie légalement sa raison d'être : la performance économique est désormais mise au même niveau que la performance sociale et environnementale. C'est une réponse structurelle forte : l'entreprise ne s'affranchit plus de son impact sur la société, elle accepte d'être auditée sur ses engagements (santé, climat) et d'en rendre compte à toutes ses parties prenantes, et non plus aux seuls financiers.";"50"
"MT3-29";"terminale";"management";"Thème 3 : Les organisations et la société";"3.4. Quelles relations entre les organisations et leur écosystème ?";"14";"5";"Écosystème d'innovation Station F";"À Paris, le campus Station F fondé par Xavier Niel héberge plus de 1000 start-ups. On y trouve également des bureaux de fonds d'investissement, de grandes entreprises comme LVMH, des experts comptables et des représentants de l'administration publique (French Tech).";"Élaborez un diagnostic sur la manière dont ce dispositif crée un écosystème d'affaires global et renforce le développement des jeunes entreprises.";"écosystème d'affaires | innovation | start-up | synergies | réseau d'acteurs";"Diagnostic : Station F dépasse le simple incubateur pour former un écosystème d'affaires complet. L'agrégation physique d'acteurs extrêmement diversifiés (start-ups, grands groupes, financeurs, pouvoirs publics) lève les barrières à l'entrée. Les jeunes pousses bénéficient de synergies immédiates : financement rapide, mentorat par des leaders mondiaux (comme LVMH), accès simplifié aux aides publiques. Ce brassage d'idées et de capitaux sur un même territoire décuple l'agilité, la capacité d'innovation et le taux de survie de ces entreprises.";"50"
"MT3-30";"terminale";"management";"Thème 3 : Les organisations et la société";"3.1. Les organisations peuvent-elles s'affranchir des questions de société ?";"15";"5";"Diagnostic Éthique et RSE Amazon";"Amazon France met en avant sa création de milliers d'emplois locaux et sa promesse de devenir neutre en carbone. En parallèle, l'entreprise est accusée d'évasion fiscale agressive, de détruire le petit commerce de proximité et d'imposer des cadences infernales dans ses entrepôts.";"Construisez une argumentation nuancée pour évaluer la réalité de la démarche RSE d'Amazon face aux accusations de 'social washing' et 'greenwashing'.";"éthique | RSE | social washing | optimisation fiscale | contradictions stratégiques";"Argumentation : D'un côté, Amazon a un impact positif indéniable sur l'écosystème territorial via la création d'emplois directs massifs et d'infrastructures. De l'autre côté, son modèle est traversé par de profondes contradictions éthiques. L'optimisation fiscale prive l'État de ressources (comportement non civique). Les conditions de travail dégradées contredisent ses discours sur la performance sociale. Enfin, son modèle ultra-logistique de surconsommation questionne son engagement écologique. On peut donc diagnostiquer une forme de social/green washing : les actions RSE d'Amazon, bien que réelles (panneaux solaires), peinent à compenser les externalités négatives structurelles de son business model global.";"50"
